Name,id,Start-End,Games,FGm,FGa,FG3m,FG3a,mins,FTm,FTa,Reb,Ast,Stl,Blk,Tov,PF,Pts,FG%,FT%,FG3%,MVPs,All-Stars
Alize Johnson,1628993,2018-23,99,93,197,5,26,735,39,57,289,41,20,10,44,74,230,0.472081218,0.684210526,0.192307692,0,0
Amir Johnson,101161,2005-19,870,2558,4490,107,322,18322,879,1307,4692,1073,524,839,932,2578,6102,0.569710468,0.672532517,0.332298137,0,0
Andy Johnson,77131,1958-62,292,1083,2762,0,0,6772,681,1126,1190,675,0,0,0,868,2847,0.392107169,0.604795737,0,0,0
Anthony Johnson,1533,1997-10,1038,2121,5145,402,1115,19532,814,1092,1691,2887,692,114,1092,1643,5458,0.412244898,0.745421245,0.360538117,0,0
Armon Johnson,202356,2010-12,56,86,187,7,18,525,25,34,62,67,15,1,50,49,204,0.459893048,0.735294118,0.388888889,0,0
Arnie Johnson,77132,1948-53,332,808,1934,0,0,4142,1272,1741,1272,731,0,0,0,1338,2888,0.41778697,0.730614589,0,0,0
Avery Johnson,422,1988-04,1259,4117,8603,32,215,30161,1792,2541,1977,6628,1155,176,2008,1896,10058,0.478553993,0.70523416,0.148837209,0,0
BJ Johnson,1629168,2018-22,28,38,93,13,33,246,13,14,46,3,7,1,10,15,102,0.408602151,0.928571429,0.393939394,0,0
Brice Johnson,1627744,2016-18,39,42,91,0,2,205,6,10,65,5,20,13,11,26,90,0.461538462,0.6,0,0,0
Buck Johnson,77130,1986-93,505,1922,3942,7,62,11849,766,1038,1760,856,404,252,664,1403,4617,0.487569762,0.737957611,0.112903226,0,0
Cameron Johnson,1629661,2019-24,325,1380,3062,733,1861,8420,482,579,1280,548,279,95,250,557,3975,0.450685826,0.832469775,0.393874261,0,0
Carldell Johnson,201291,2011-12,15,11,35,4,15,119,1,3,9,22,8,0,7,11,27,0.314285714,0.333333333,0.266666667,0,0
Charlie Johnson,77133,1972-79,592,2172,5088,0,0,11271,420,552,1473,1103,596,45,233,1151,4764,0.426886792,0.760869565,0,0,0
Chris Johnson,202419,2010-13,112,106,199,0,0,911,81,112,204,18,25,64,63,157,293,0.532663317,0.723214286,0,0,0
Chris Johnson,203187,2012-16,176,292,741,132,434,2801,100,119,350,108,115,38,95,256,816,0.394062078,0.840336134,0.304147465,0,0
Clay Johnson,77135,1981-84,80,84,205,1,3,688,55,76,93,45,33,9,44,99,224,0.409756098,0.723684211,0.333333333,0,0
Clemon Johnson,77136,1978-88,844,1998,4035,0,6,15224,815,1314,4032,883,416,807,891,1887,4811,0.495167286,0.620243531,0,0,0
Dakari Johnson,1626177,2017-18,31,22,39,0,0,161,11,20,34,8,6,8,3,27,55,0.564102564,0.55,0,0,0
Darryl Johnson,683,1995-96,11,5,12,0,1,28,2,2,2,1,0,0,1,3,12,0.416666667,1,0,0,0
Dave Johnson,77138,1992-94,59,74,203,3,15,475,53,80,64,17,12,1,37,30,204,0.36453202,0.6625,0.2,0,0
David Johnson,77139,1949-53,271,935,2896,0,0,2295,425,563,498,740,0,0,0,910,2295,0.322859116,0.754884547,0,0,0
David Johnson,1630525,2021-22,2,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DeMarco Johnson,1746,1999-00,5,3,9,0,0,37,0,0,7,0,1,0,3,5,6,0.333333333,0,0,0,0
DerMarr Johnson,2035,2000-08,344,770,1872,274,815,5930,307,389,769,304,198,149,349,598,2121,0.411324786,0.789203085,0.336196319,0,0
Eric Johnson,77145,1989-90,48,20,84,1,6,272,13,17,28,64,17,2,26,49,54,0.238095238,0.764705882,0.166666667,0,0
Ervin Johnson,911,1993-06,845,1393,2756,2,10,16995,685,1133,5148,387,471,1087,724,2430,3473,0.505442671,0.604589585,0.2,0,0
Frank Johnson,77146,1981-94,596,1947,4433,53,243,12897,990,1303,1025,2476,570,36,1054,1116,4937,0.439205955,0.759785111,0.218106996,0,0
George Johnson,77147,1970-74,69,84,190,0,0,744,22,51,220,22,8,8,0,142,190,0.442105263,0.431372549,0,0,0
George Johnson,77148,1978-86,464,1704,3684,21,111,9878,785,1008,2610,817,432,284,879,1349,4214,0.462540717,0.778769841,0.189189189,0,0
George Johnson,77149,1972-86,982,2000,4424,1,2,19754,835,1199,6498,1033,493,2259,872,2953,4836,0.452079566,0.696413678,0.5,0,0
Harold Johnson,77151,1946-47,27,4,20,0,0,0,7,14,0,11,0,0,0,13,15,0.2,0.5,0,0,0
Ivan Johnson,201274,2011-13,125,326,631,3,19,1969,153,231,492,78,99,32,140,247,808,0.516640254,0.662337662,0.157894737,0,0
JaJuan Johnson,202707,2011-12,36,54,121,0,0,298,6,9,58,6,5,14,14,25,114,0.446280992,0.666666667,0,0,0
Jalen Johnson,1630552,2021-24,148,539,1065,104,317,3051,161,232,796,289,108,83,151,255,1343,0.506103286,0.693965517,0.32807571,0,0
James Johnson,201949,2009-24,895,2664,5649,453,1513,18008,950,1414,3147,1867,681,764,1211,2039,6731,0.471587892,0.6718529,0.299405155,0,0
Kannard Johnson,77153,1987-88,4,1,3,0,0,12,0,0,0,0,1,0,2,1,2,0.333333333,0,0,0,0
Keldon Johnson,1629640,2019-24,293,1756,3780,493,1376,8762,777,1022,1621,672,209,71,417,592,4782,0.464550265,0.760273973,0.358284884,0,0
Ken Johnson,2256,2002-03,16,15,37,0,0,156,2,6,32,0,1,12,6,20,32,0.405405405,0.333333333,0,0,0
Ken Johnson,77154,1985-86,64,113,214,0,0,815,37,85,243,19,13,22,59,147,263,0.528037383,0.435294118,0,0,0
Keon Johnson,1630553,2021-24,119,267,743,100,291,1870,120,155,213,214,78,31,140,186,754,0.35935397,0.774193548,0.343642612,0,0
Keyontae Johnson,1641749,2023-24,9,5,16,1,3,66,0,0,10,4,1,0,4,5,11,0.3125,0,0.333333333,0,0
Lee Johnson,77158,1980-81,24,14,50,0,0,180,6,10,44,2,0,10,14,36,34,0.28,0.6,0,0,0
Linton Johnson,2669,2003-09,205,313,753,47,146,2750,92,132,637,85,97,76,135,350,765,0.415670651,0.696969697,0.321917808,0,0
Lynbert Johnson,77159,1979-80,9,12,30,0,0,53,3,5,14,2,1,0,4,11,27,0.4,0.6,0,0,0
Mickey Johnson,77168,1974-86,982,5124,11465,32,212,27058,3565,4446,6959,2932,1107,678,2288,3389,13845,0.446925425,0.801844354,0.150943396,0,0
Neil Johnson,77161,1966-70,202,300,705,0,0,2263,198,323,685,217,0,0,0,417,798,0.425531915,0.613003096,0,0,0
Nick Johnson,203910,2014-15,28,26,75,5,21,262,17,25,39,11,7,3,19,34,74,0.346666667,0.68,0.238095238,0,0
Ollie Johnson,77162,1972-82,763,2438,4934,3,20,16221,963,1163,2523,1322,514,257,355,1675,5842,0.494122416,0.828030954,0.15,0,0
Omari Johnson,204179,2017-18,4,9,21,4,12,75,0,0,11,7,2,0,3,6,22,0.428571429,0,0.333333333,0,0
Orlando Johnson,203111,2012-16,155,162,474,58,208,1606,73,100,250,91,29,19,67,121,455,0.341772152,0.73,0.278846154,0,0
Reggie Johnson,77163,1980-84,459,1663,3280,2,12,9424,646,891,1980,406,187,272,597,1402,3974,0.507012195,0.725028058,0.166666667,0,0
Rich Johnson,77164,1968-71,97,200,442,0,0,1074,57,93,265,39,0,0,0,198,457,0.452488688,0.612903226,0,0,0
Ron Johnson,77165,1960-61,14,13,43,0,0,92,11,17,29,2,0,0,0,10,37,0.302325581,0.647058824,0,0,0
Stanley Johnson,1626169,2015-23,515,1199,3070,402,1329,10087,460,612,1621,767,443,120,561,985,3260,0.390553746,0.751633987,0.30248307,0,0
Steffond Johnson,77166,1986-87,29,27,64,0,3,234,20,38,43,5,9,2,18,55,74,0.421875,0.526315789,0,0,0
Trey Johnson,201234,2008-12,31,32,85,2,6,263,27,29,27,26,3,2,16,38,93,0.376470588,0.931034483,0.333333333,0,0
Tyler Johnson,204020,2014-22,456,1566,3720,571,1609,11037,676,869,1330,1060,361,179,481,799,4379,0.420967742,0.777905639,0.354878807,0,0
Vinnie Johnson,77167,1979-92,1058,5099,10959,86,339,25603,2085,2815,3268,3383,908,278,1665,2164,12369,0.465279679,0.740674956,0.253687316,0,0
Wesley Johnson,202325,2010-19,647,1674,4156,639,1899,14006,376,509,1996,668,482,414,543,1231,4363,0.402791145,0.73870334,0.336492891,0,0
Darius Johnson-Odom,203130,2012-14,7,0,11,0,4,21,0,2,6,2,1,0,2,3,0,0,0,0,0,0
Nate Johnston,77170,1989-90,42,36,96,2,8,174,18,26,46,2,6,16,12,22,92,0.375,0.692307692,0.25,0,0
Jim Johnstone,77171,1982-83,46,22,60,0,0,382,18,40,92,22,6,14,30,66,62,0.366666667,0.45,0,0,0
Nikola Jokic,203999,2015-24,675,5450,9778,676,1933,21077,2563,3099,7249,4667,822,491,1946,1835,14139,0.557373696,0.827040981,0.349715468,3,0
Howie Jolliff,77172,1960-63,138,165,449,0,0,1739,58,110,586,112,0,0,0,277,388,0.367483296,0.527272727,0,0,0
Alvin Jones,2264,2001-02,23,8,20,0,0,125,10,20,36,3,3,9,11,35,26,0.4,0.5,0,0,0
Anthony Jones,77173,1986-90,262,396,996,26,85,2758,175,231,346,209,138,60,150,275,993,0.397590361,0.757575758,0.305882353,0,0
Askia Jones,77174,1994-95,11,15,44,2,12,139,13,16,11,16,6,0,9,19,45,0.340909091,0.8125,0.166666667,0,0
Bill Jones,77180,1988-89,37,50,102,0,1,307,29,43,47,20,17,6,18,38,129,0.490196078,0.674418605,0,0,0
Caldwell Jones,77175,1976-90,1068,2554,5395,2,31,26474,1479,1965,7663,1347,480,1517,1596,3527,6589,0.473401297,0.752671756,0.064516129,0,0
Carlik Jones,1630637,2021-23,17,8,33,3,8,102,9,12,11,16,4,0,8,2,28,0.242424242,0.75,0.375,0,0
Charles Jones,279,1983-98,757,792,1637,0,7,14761,416,666,3437,649,464,1213,512,2186,2000,0.483811851,0.624624625,0,0,0
Charles Jones,77178,1984-89,201,365,740,1,9,3009,284,465,758,206,98,108,234,313,1015,0.493243243,0.610752688,0.111111111,0,0
Charles R. Jones,1869,1998-00,85,105,324,58,179,1138,28,45,104,135,48,10,57,76,296,0.324074074,0.622222222,0.324022346,0,0
Colby Jones,1641732,2023-24,30,28,71,2,22,192,6,11,40,20,7,5,10,29,64,0.394366197,0.545454545,0.090909091,0,0
Dahntay Jones,2563,2003-17,702,1285,2961,118,374,10818,927,1231,1183,577,283,150,545,1325,3615,0.433975008,0.753046304,0.315508021,0,0
Damian Jones,1627745,2016-24,359,661,1006,37,96,4805,332,462,1112,237,111,232,224,662,1691,0.657057654,0.718614719,0.385416667,0,0
Damon Jones,1800,1998-09,736,1640,4057,1007,2590,14417,397,548,1173,1944,288,21,608,745,4684,0.404239586,0.724452555,0.388803089,0,0
DeQuan Jones,203199,2012-13,63,95,218,9,35,803,34,51,105,16,19,22,30,55,233,0.435779817,0.666666667,0.257142857,0,0
Dominique Jones,202346,2010-13,80,83,227,2,21,741,78,107,114,144,29,10,76,64,246,0.365638767,0.728971963,0.095238095,0,0
Dontae' Jones,963,1997-98,15,19,57,6,23,91,0,0,9,5,2,3,11,12,44,0.333333333,0,0.260869565,0,0
Dwayne Jones,101204,2005-10,82,33,65,0,1,636,41,83,191,12,11,29,26,112,107,0.507692308,0.493975904,0,0,0
Dwight Jones,77182,1973-83,921,2864,6047,1,3,19064,1536,2096,5190,1074,488,462,994,2456,7265,0.473623284,0.732824427,0.333333333,0,0
Earl Jones,77183,1984-86,14,5,13,0,0,50,3,4,10,4,0,1,8,13,13,0.384615385,0.75,0,0,0
Edgar Jones,77184,1980-86,484,1574,3138,18,74,9387,1110,1561,2364,449,282,592,770,1554,4276,0.501593372,0.711082639,0.243243243,0,0
Fred Jones,2410,2002-09,493,1229,3012,385,1107,11619,775,955,1073,1098,384,131,578,952,3618,0.408034529,0.811518325,0.347786811,0,0
Herbert Jones,1630529,2021-24,220,802,1665,227,609,6607,397,482,837,528,338,164,281,670,2228,0.481681682,0.823651452,0.3727422,0,0
Jake Jones,77185,1971-72,34,56,144,0,0,404,40,62,52,24,0,0,0,44,152,0.388888889,0.64516129,0,0,0
Jalen Jones,1627883,2017-19,48,78,198,30,80,576,43,65,110,15,19,4,22,71,229,0.393939394,0.661538462,0.375,0,0
James Jones,2592,2003-17,709,1205,3003,776,1937,11098,531,632,1276,366,226,218,231,930,3717,0.401265401,0.840189873,0.400619515,0,0
Jemerrio Jones,1629203,2018-22,8,14,36,2,10,158,1,2,52,13,8,5,5,12,31,0.388888889,0.5,0.2,0,0
Jimmy Jones,77186,1974-77,140,362,717,0,0,2590,177,240,272,283,111,15,0,321,901,0.50488145,0.7375,0,0,0
Johnny Jones,77187,1967-68,51,86,253,0,0,475,42,68,114,26,0,0,0,60,214,0.339920949,0.617647059,0,0,0
Jumaine Jones,1908,1999-07,471,1294,3052,425,1218,9776,312,443,1987,408,307,144,388,870,3325,0.423984273,0.704288939,0.348932677,0,0
K.C. Jones,77188,1958-67,676,1919,4961,0,0,17501,1173,1814,2399,2908,0,0,0,1816,5011,0.386817174,0.646637266,0,0,0
Kai Jones,1630539,2021-23,67,76,134,5,21,613,22,34,134,19,18,32,37,73,179,0.567164179,0.647058824,0.238095238,0,0
Kevin Jones,203158,2012-13,32,43,107,0,0,334,9,15,78,10,9,5,8,25,95,0.401869159,0.6,0,0,0
Larry Jones,77200,1964-74,95,310,775,0,0,2235,234,287,241,270,85,18,0,162,854,0.4,0.81533101,0,0,0
Major Jones,77189,1979-85,374,678,1385,1,9,5063,286,488,1323,215,133,169,367,623,1643,0.489530686,0.586065574,0.111111111,0,0
Mark Jones,2891,2004-05,10,9,31,0,4,115,5,10,13,6,5,2,3,16,23,0.290322581,0.5,0,0,0
Mark Jones,90000,1983-84,6,3,6,0,1,16,1,2,2,5,0,0,2,2,7,0.5,0.5,0,0,0
Mason Jones,1630222,2020-24,73,113,269,51,143,747,93,145,125,93,17,2,61,59,370,0.420074349,0.64137931,0.356643357,0,0
Nick Jones,77195,1967-72,188,393,951,0,0,2264,217,281,216,247,0,0,0,385,1003,0.413249211,0.772241993,0,0,0
Ozell Jones,77191,1984-86,70,106,182,0,1,906,33,83,240,56,32,58,64,144,245,0.582417582,0.397590361,0,0,0
Popeye Jones,461,1993-04,535,1574,3523,25,89,12583,553,736,3981,696,300,161,603,1501,3726,0.446778314,0.751358696,0.280898876,0,0
Rich Jones,77192,1976-77,34,134,348,0,0,877,92,121,194,46,38,11,0,109,360,0.385057471,0.760330579,0,0,0
Robin Jones,77194,1976-78,75,150,319,0,0,1131,70,119,310,82,38,39,7,140,370,0.470219436,0.588235294,0,0,0
Shelton Jones,2652,1988-89,102,186,418,0,2,1364,116,160,226,84,42,30,94,116,488,0.444976077,0.725,0,0,0
Solomon Jones,200780,2006-14,302,325,706,1,9,3384,255,352,712,108,67,165,179,597,906,0.460339943,0.724431818,0.111111111,0,0
Steve Jones,77197,1975-76,64,168,380,0,0,819,78,94,75,63,17,6,0,96,414,0.442105263,0.829787234,0,0,0
Terrence Jones,203093,2012-19,288,1216,2460,112,388,6834,471,763,1640,297,186,324,267,459,3015,0.494308943,0.617300131,0.288659794,0,0
Tre Jones,1630200,2020-24,251,847,1760,122,405,5539,337,400,710,1198,217,25,285,281,2153,0.48125,0.8425,0.301234568,0,0
Tyus Jones,1626145,2015-24,601,1727,3881,526,1432,12250,440,541,1178,2593,598,57,466,458,4420,0.444988405,0.813308688,0.367318436,0,0
Wali Jones,77198,1964-76,624,2501,6103,0,0,14596,1193,1493,1403,1980,12,0,0,1722,6195,0.40979846,0.799062291,0,0,0
Wallace Jones,77199,1949-52,140,521,1467,0,0,1320,386,510,408,429,0,0,0,452,1428,0.355146558,0.756862745,0,0,0
Wil Jones,77201,1976-78,159,664,1533,0,0,4420,250,342,938,305,172,123,137,560,1578,0.433137639,0.730994152,0,0,0
Willie Jones,77202,1960-65,272,846,2153,0,0,4568,324,475,767,545,0,0,0,658,2016,0.392940084,0.682105263,0,0,0
Willie Jones,77203,1982-84,13,17,40,0,0,103,7,10,17,4,4,0,8,14,41,0.425,0.7,0,0,0
Perry Jones III,203103,2012-15,143,195,464,36,123,1676,62,94,252,54,36,33,60,135,488,0.420258621,0.659574468,0.292682927,0,0
Derrick Jones Jr.,1627884,2016-24,440,1060,2124,246,786,8457,504,715,1405,315,270,294,252,803,2870,0.49905838,0.704895105,0.312977099,0,0
Adonis Jordan,1817,1993-99,10,8,27,3,12,97,2,4,6,22,3,1,8,6,21,0.296296296,0.5,0.25,0,0
Eddie Jordan,77205,1977-84,583,1731,4195,28,123,11156,920,1215,1022,2057,1015,123,1172,1189,4410,0.412634088,0.757201646,0.227642276,0,0
Jerome Jordan,202366,2011-15,65,67,127,0,0,491,46,54,132,17,9,21,24,73,180,0.527559055,0.851851852,0,0,0
Reggie Jordan,674,1993-00,205,198,446,2,6,1790,142,246,370,202,99,34,112,216,540,0.443946188,0.577235772,0.333333333,0,0
Thomas Jordan,77208,1992-93,4,18,41,0,0,106,8,17,19,3,3,5,12,14,44,0.43902439,0.470588235,0,0,0
Walter Jordan,77209,1980-81,30,29,75,0,0,207,10,17,42,11,11,5,17,35,68,0.386666667,0.588235294,0,0,0
Phil Jordon,77210,1956-63,442,1965,4940,0,0,10792,905,1312,3028,769,0,0,0,1246,4835,0.397773279,0.689786585,0,0,0
Johnny Jorgensen,77211,1947-49,54,49,132,0,0,0,26,35,0,33,0,0,0,72,124,0.371212121,0.742857143,0,0,0
Noble Jorgensen,77212,1946-53,268,801,2226,0,0,2673,761,1026,862,324,0,0,0,915,2363,0.359838275,0.7417154,0,0,0
Roger Jorgensen,77213,1946-47,28,14,54,0,0,0,13,19,0,1,0,0,0,36,41,0.259259259,0.684210526,0,0,0
Cory Joseph,202709,2011-24,879,2366,5333,531,1526,19130,905,1148,2179,2658,661,197,911,1444,6168,0.443652728,0.788327526,0.347968545,0,0
Garth Joseph,2123,2000-01,8,2,10,0,0,32,0,4,4,2,0,2,4,2,4,0.2,0,0,0,0
Kris Joseph,203126,2012-13,20,4,28,0,6,108,10,16,14,2,6,0,4,6,18,0.142857143,0.625,0,0,0
Yvon Joseph,77214,1985-86,1,0,0,0,0,5,2,2,0,0,0,0,0,1,2,NA,1,0,0,0
Nikola Jovic,1631107,2022-24,61,155,350,73,198,1100,51,66,223,100,32,16,52,101,434,0.442857143,0.772727273,0.368686869,0,0
Jeff Judkins,77215,1978-83,272,596,1248,23,73,3421,267,329,427,282,147,26,214,431,1482,0.477564103,0.811550152,0.315068493,0,0
Johnny Juzang,1630548,2022-24,38,86,214,47,140,604,12,18,75,31,8,5,16,42,231,0.401869159,0.666666667,0.335714286,0,0
Mfiondu Kabengele,1629662,2019-23,94,82,217,35,123,660,39,47,141,36,20,28,33,84,238,0.377880184,0.829787234,0.284552846,0,0
Edwin Kachan,77217,1948-49,104,76,284,0,0,0,72,112,0,74,0,0,0,162,224,0.267605634,0.642857143,0,0,0
George Kaftan,77218,1948-53,212,586,1585,0,0,1335,422,649,424,399,0,0,0,388,1594,0.369716088,0.650231125,0,0,0
Ed Kalafat,77219,1954-57,209,490,1422,0,0,4358,494,718,1182,310,0,0,0,684,1474,0.344585091,0.688022284,0,0,0
Georgios Kalaitzakis,1630686,2021-22,26,62,134,20,52,427,28,60,42,24,22,4,40,38,172,0.462686567,0.466666667,0.384615385,0,0
Frank Kaminsky,1626163,2015-23,449,1337,3097,441,1259,8395,604,807,1631,683,180,150,323,631,3719,0.431708105,0.748451053,0.350277998,0,0
Ralph Kaplowitz,77221,1946-48,162,363,1356,0,0,0,269,362,0,95,0,0,0,344,995,0.267699115,0.743093923,0,0,0
Jason Kapono,2574,2003-12,509,1336,3026,457,1054,9071,269,322,844,417,180,25,327,777,3398,0.44150694,0.835403727,0.433586338,0,0
Tony Kappen,77222,1946-47,118,256,1074,0,0,0,256,322,0,56,0,0,0,156,768,0.238361266,0.795031056,0,0,0
Sergey Karasev,203508,2013-16,95,96,243,31,110,1110,64,76,140,87,32,4,57,94,287,0.395061728,0.842105263,0.281818182,0,0
Coby Karl,201207,2007-10,31,31,90,8,35,297,16,22,50,39,10,4,25,32,86,0.344444444,0.727272727,0.228571429,0,0
George Karl,77223,1976-78,33,27,79,0,0,281,31,44,22,51,11,0,4,42,85,0.341772152,0.704545455,0,0,0
Ed Kasid,77225,1946-47,8,6,21,0,0,0,0,6,0,6,0,0,0,8,12,0.285714286,0,0,0,0
Mario Kasun,2435,2004-06,73,78,167,0,1,569,42,66,188,11,10,16,41,155,198,0.467065868,0.636363636,0,0,0
Leo Katkaveck,77226,1948-50,107,185,583,0,0,0,87,127,0,136,0,0,0,212,457,0.317324185,0.68503937,0,0,0
Sasha Kaun,201619,2015-16,25,9,17,0,0,95,5,11,26,3,4,5,7,11,23,0.529411765,0.454545455,0,0,0
Wilbert Kautz,77228,1946-47,50,107,420,0,0,0,39,73,0,37,0,0,0,114,253,0.254761905,0.534246575,0,0,0
Clarence Kea,77229,1980-82,51,63,130,0,1,447,72,104,128,19,10,4,32,99,198,0.484615385,0.692307692,0,0,0
Michael Kearns,77230,1954-55,6,0,5,0,0,25,1,4,3,5,0,0,0,1,1,0,0.25,0,0,0
Tommy Kearns,77231,1958-59,1,1,1,0,0,7,0,0,0,0,0,0,0,1,2,1,0,0,0,0
Adam Keefe,228,1992-01,617,1120,2230,1,14,10336,866,1213,2556,427,307,173,545,1114,3107,0.502242152,0.713932399,0.071428571,0,0
Harold Keeling,77233,1985-86,20,17,39,0,0,75,10,14,6,10,7,0,7,9,44,0.435897436,0.714285714,0,0,0
Trevor Keels,1631211,2022-23,3,1,4,1,4,8,0,0,2,0,0,0,0,0,3,0.25,0,0.25,0,0
Ken Keller,77234,1946-47,56,20,60,0,0,0,4,10,0,2,0,0,0,30,44,0.333333333,0.4,0,0,0
Rich Kelley,77235,1975-86,964,2525,5212,0,13,20895,2253,2869,6597,2408,826,884,1892,3107,7303,0.484458941,0.785291042,0,0,0
Clark Kellogg,77236,1982-87,260,2008,4041,23,68,8514,879,1161,2482,764,381,105,731,858,4918,0.496906706,0.757105943,0.338235294,0,0
Gerard Kelly,77237,1946-48,46,94,323,0,0,0,74,112,0,21,0,0,0,131,262,0.291021672,0.660714286,0,0,0
Ryan Kelly,203527,2013-17,163,324,857,102,323,3125,231,290,504,215,79,84,106,309,981,0.378063011,0.796551724,0.315789474,0,0
Tom Kelly,77238,1948-49,27,73,218,0,0,0,45,73,0,38,0,0,0,73,191,0.334862385,0.616438356,0,0,0
Greg Kelser,77239,1979-85,365,1213,2526,5,33,6771,867,1270,1595,468,257,171,742,1035,3298,0.480205859,0.682677165,0.151515152,0,0
Ben Kelso,77240,1973-74,46,35,96,0,0,298,15,22,31,18,12,1,0,45,85,0.364583333,0.681818182,0,0,0
Tim Kempton,1118,1986-98,301,475,1000,0,3,3941,352,523,825,319,128,48,304,646,1302,0.475,0.673040153,0,0,0
Frank Kendrick,77242,1974-75,24,31,77,0,0,121,18,22,36,6,11,3,0,22,80,0.402597403,0.818181818,0,0,0
Luke Kennard,1628379,2017-24,454,1586,3459,923,2070,10602,392,443,1276,921,231,56,423,638,4487,0.458514021,0.884875847,0.44589372,0,0
D.J. Kennedy,202810,2011-12,2,5,12,2,4,59,0,2,7,3,2,0,3,7,12,0.416666667,0,0.5,0,0
Eugene Kennedy,77243,1976-77,32,31,58,0,0,277,3,8,51,6,7,5,0,45,65,0.534482759,0.375,0,0,0
Joe Kennedy,77244,1968-70,86,177,475,0,0,1323,100,126,261,67,0,0,0,165,454,0.372631579,0.793650794,0,0,0
William Kennedy,77245,1960-61,7,4,21,0,0,52,4,6,8,9,0,0,0,6,12,0.19047619,0.666666667,0,0,0
Bill Kenville,77247,1953-60,345,848,2337,0,0,6778,738,974,1206,715,0,0,0,670,2434,0.362858365,0.757700205,0,0,0
Jonathan Kerner,1801,1998-99,1,0,1,0,0,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0
Steve Kerr,70,1988-03,962,2095,4385,732,1625,16684,649,750,1105,1728,486,47,531,883,5571,0.477765108,0.865333333,0.450461538,0,0
Jack Kerris,77249,1949-53,339,848,2387,0,0,3572,844,1280,1286,785,0,0,0,1033,2540,0.355257646,0.659375,0,0,0
Jerome Kersey,760,1984-01,1153,4723,10166,58,288,28116,2321,3364,6339,2134,1439,799,1583,3455,11825,0.464587842,0.689952438,0.201388889,0,0
Alec Kessler,77251,1990-94,210,425,998,10,24,2937,224,301,751,81,39,71,192,451,1084,0.425851703,0.744186047,0.416666667,0,0
Walker Kessler,1631117,2022-24,138,527,764,5,22,3196,138,252,1101,129,56,327,124,301,1197,0.689790576,0.547619048,0.227272727,0,0
Lari Ketner,1930,1999-01,47,26,64,0,0,270,16,24,68,3,8,6,22,40,68,0.40625,0.666666667,0,0,0
Braxton Key,1630296,2021-24,45,74,162,14,47,463,22,36,119,31,22,23,23,57,184,0.456790123,0.611111111,0.29787234,0,0
Randolph Keys,705,1988-96,321,815,1907,54,190,4933,279,387,804,280,203,53,259,747,1963,0.427372837,0.720930233,0.284210526,0,0
Viktor Khryapa,2751,2004-08,143,251,567,14,48,2350,127,193,492,142,86,48,139,353,643,0.442680776,0.658031088,0.291666667,0,0
Stanton Kidd,1629742,2019-20,4,0,3,0,1,15,0,0,3,1,0,0,2,3,0,0,0,0,0,0
Warren Kidd,77254,1993-94,68,100,169,0,0,884,47,86,233,19,19,23,44,129,247,0.591715976,0.546511628,0,0,0
Michael Kidd-Gilchrist,203077,2012-20,471,1484,3151,33,123,11259,809,1130,2487,529,298,310,416,993,3810,0.470961599,0.715929204,0.268292683,0,0
Irv Kiffin,77255,1979-80,26,32,96,0,0,212,18,25,40,19,10,2,30,43,82,0.333333333,0.72,0,0,0
Jack Kiley,77256,1951-53,53,46,203,0,0,504,32,56,51,65,0,0,0,61,124,0.226600985,0.571428571,0,0,0
Ernie Killum,77257,1970-71,4,0,4,0,0,12,1,1,2,0,0,0,0,1,1,0,1,0,0,0
Carl Kilpatrick,77258,1979-80,2,1,2,0,0,6,1,2,4,0,0,0,0,1,3,0.5,0.5,0,0,0
Sean Kilpatrick,203930,2014-18,240,778,1883,279,837,4338,456,524,572,311,98,20,275,261,2291,0.413170473,0.870229008,0.333333333,0,0
Toby Kimball,77259,1966-75,571,1383,3251,0,0,10439,704,1229,3870,571,51,23,0,1280,3470,0.425407567,0.572823434,0,0,0
Bo Kimble,77260,1990-93,105,217,562,25,86,1336,115,158,162,98,41,14,98,205,574,0.386120996,0.727848101,0.290697674,0,0
Stan Kimbrough,77261,1989-93,13,9,22,1,2,65,2,2,7,6,5,0,4,5,21,0.409090909,1,0.5,0,0
Chad Kinch,77262,1980-81,82,104,282,0,0,706,28,36,66,90,22,12,60,66,236,0.368794326,0.777777778,0,0,0
Albert King,77263,1981-92,534,2709,5875,56,209,12836,996,1259,2262,1171,452,196,1151,1612,6470,0.461106383,0.791104051,0.267942584,0,0
Chris King,12,1993-99,103,271,640,46,120,2058,105,166,311,116,74,34,119,183,693,0.4234375,0.63253012,0.383333333,0,0
Dan King,77266,1954-55,12,7,22,0,0,103,5,10,25,3,0,0,0,5,19,0.318181818,0.5,0,0,0
Frankie King,701,1995-97,13,10,28,1,3,79,6,8,16,7,6,0,5,11,27,0.357142857,0.75,0.333333333,0,0
George King,77268,1951-58,411,1517,3971,0,0,13408,1185,1847,1606,1958,0,0,0,1044,4219,0.382019642,0.641580942,0,0,0
George King,1628994,2018-22,5,0,5,0,4,25,1,2,6,0,0,0,1,4,1,0,0.5,0,0,0
Gerard King,1562,1998-01,126,235,467,0,0,1828,96,129,393,84,50,27,92,238,566,0.503211991,0.744186047,0,0,0
